N,Name,Current Price,Change,Change Rate,Volume,Trading Value,Market Cap,Shares,Foreign Ratio,PER,ROE,토론
723,아시아나IDT,"15,150",하락20,-0.13%,500,"1,682","11,100",0.44,"1,076",17.68,6.75,
724,해태제과식품,"5,750",하락50,-0.86%,500,"1,674","29,117",1.06,"16,313",5.44,8.31,
725,태림포장,"2,350",하락25,-1.05%,500,"1,664","70,806",0.52,"17,874",-46.08,1.48,
726,우진,"8,150",하락60,-0.73%,500,"1,656","20,324",2.60,"16,417",13.52,7.19,
727,자이에스앤디,"4,270",하락60,-1.39%,"1,000","1,656","38,783",0.29,"11,054",14.14,8.05,
728,KODEX 골드선물(H),"15,440",상승10,+0.06%,0,"1,652","10,700",0.04,"28,718",N/A,N/A,
729,대성산업,"3,645",하락5,-0.14%,"5,000","1,649","45,235",2.58,"9,896",-20.36,-1.05,
730,SK디앤디,"8,710",하락40,-0.46%,"1,000","1,622","18,617",5.77,"8,368",-4.66,14.13,
731,TIGER 글로벌혁신블루칩TOP10,"13,340",하락245,-1.80%,0,"1,621","12,150",1.49,"12,565",N/A,N/A,
732,삼성물산우B,"110,200",상승200,+0.18%,100,"1,617","1,468",30.15,"1,735",9.04,N/A,
733,KODEX AI반도체핵심장비,"10,555",하락675,-6.01%,0,"1,615","15,300",0.48,"533,898",N/A,N/A,
734,한국공항,"50,900","하락1,000",-1.93%,"5,000","1,612","3,166",5.02,"7,447",3.35,9.14,
735,KODEX 차이나항셍테크,"5,010",하락105,-2.05%,0,"1,611","32,150",1.09,"49,884",N/A,N/A,
736,신세계 I&C,"9,350",하락50,-0.53%,500,"1,608","17,200",1.16,"2,210",5.33,8.19,
737,그린케미칼,"6,640",하락80,-1.19%,500,"1,594","24,000",0.88,"16,996",24.68,2.76,
738,미창석유,"91,600",상승700,+0.77%,"5,000","1,594","1,740",33.81,244,2.52,13.89,
739,TIGER BBIG,"6,355",보합0,0.00%,0,"1,586","24,950",1.50,"58,050",N/A,N/A,
740,삼성출판사,"15,780",하락330,-2.05%,500,"1,578","10,000",1.12,"6,311",21.92,5.12,
741,대동전자,"15,040",보합0,0.00%,500,"1,578","10,490",39.28,0,4.99,11.50,
742,SOL 2차전지소부장Fn,"5,365",상승55,+1.04%,0,"1,577","29,400",0.09,"90,447",N/A,N/A,
743,NH올원리츠,"3,705",하락25,-0.67%,500,"1,564","42,200",1.59,"7,552",115.78,1.03,
744,TIGER 국고채30년스트립액티브,"55,310",하락215,-0.39%,0,"1,558","2,816",0.64,"8,481",N/A,N/A,
745,TIGER 미국S&P500+10%프리미엄초단기,"10,025",하락125,-1.23%,0,"1,554","15,500",0.06,"76,504",N/A,N/A,
746,ACE 26-06 회사채(AA-이상)액티브,"10,715",보합0,0.00%,0,"1,554","14,500",0.00,"3,705",N/A,N/A,
747,KODEX 2차전지핵심소재10,"5,740",상승50,+0.88%,0,"1,553","27,050",0.04,"159,059",N/A,N/A,
748,태경산업,"5,290",하락30,-0.56%,500,"1,546","29,229",1.51,"5,382",9.76,5.55,
749,디아이씨,"3,970",하락30,-0.75%,500,"1,544","38,889",2.14,"54,093",12.60,31.14,
750,RISE 25-06 은행채(AA+이상)액티브,"50,410",보합0,0.00%,0,"1,535","3,046",0.00,0,N/A,N/A,
751,코오롱모빌리티그룹,"2,440",하락30,-1.21%,500,"1,532","62,777",0.54,"12,871",-610.00,N/A,
752,ACE 미국빅테크7+ 15%프리미엄분배(합성),"10,445",하락210,-1.97%,0,"1,525","14,600",0.05,"36,909",N/A,N/A,
753,PLUS 국고채10년액티브,"54,180",하락145,-0.27%,0,"1,518","2,802",0.00,138,N/A,N/A,
754,한솔테크닉스,"4,715",하락35,-0.74%,"5,000","1,514","32,110",8.58,"11,328",5.09,13.25,
755,KODEX 장기종합채권(AA-이상)액티브KAP,"97,030",상승40,+0.04%,0,"1,513","1,559",0.00,2,N/A,N/A,
756,대신증권2우B,"14,970",보합0,0.00%,"5,000","1,497","10,000",4.27,"6,020",9.50,N/A,
757,신라교역,"9,300",하락70,-0.75%,500,"1,488","16,000",4.33,"3,513",3.65,3.04,
758,삼성제약,"1,579",하락27,-1.68%,500,"1,487","94,162",5.53,"116,276",-3.80,-27.54,
759,효성ITX,"12,800",하락10,-0.08%,500,"1,479","11,558",0.71,"1,215",11.65,21.45,
760,PLUS 코스피TR,"14,420",하락135,-0.93%,0,"1,478","10,250",0.00,3,N/A,N/A,
761,한국주철관,"6,480",하락20,-0.31%,500,"1,477","22,800",3.47,"5,899",9.17,4.90,
762,TIGER 바이오TOP10,"7,870",상승55,+0.70%,0,"1,476","18,750",0.16,"386,080",N/A,N/A,
763,KODEX K-로봇액티브,"12,755",하락105,-0.82%,0,"1,473","11,550",0.03,"5,599",N/A,N/A,
764,이구산업,"4,380",하락60,-1.35%,500,"1,465","33,442",3.10,"55,032",14.85,0.52,
765,대창단조,"5,120",하락60,-1.16%,500,"1,463","28,572",6.93,"3,396",4.87,13.47,
766,사조동아원,"1,032",하락12,-1.15%,500,"1,457","141,145",2.44,"292,990",6.33,4.54,
767,벽산,"2,150",하락40,-1.83%,500,"1,453","67,560",4.07,"57,505",4.98,13.10,
768,TIGER 테슬라채권혼합Fn,"11,110",하락80,-0.71%,0,"1,450","13,050",0.69,"14,384",N/A,N/A,
769,아주스틸,"5,470",하락30,-0.55%,500,"1,447","26,452",20.60,"1,461",-4.24,-15.80,
770,현대약품,"4,495",상승15,+0.33%,500,"1,438","32,000",1.24,"103,025",52.88,7.15,
771,HDC현대EP,"4,495",상승30,+0.67%,500,"1,434","31,900",2.66,"10,112",11.53,6.87,
772,TIMEFOLIO K바이오액티브,"12,135",상승95,+0.79%,0,"1,432","11,800",2.34,"249,343",N/A,N/A,
773,TIGER 미국MSCI리츠(합성 H),"13,380",하락175,-1.29%,0,"1,432","10,700",0.00,"35,808",N/A,N/A,
774,인스코비,"1,199",상승26,+2.22%,500,"1,431","119,369",3.38,"283,261",-3.06,-59.52,
775,유니켐,"1,471",하락29,-1.93%,500,"1,425","96,878",1.07,"17,042",-16.53,-4.70,
776,퍼스텍,"2,905",하락15,-0.51%,500,"1,417","48,772",2.03,"69,486",27.41,7.77,
777,TYM,"3,135",하락10,-0.32%,"2,500","1,412","45,051",4.53,"8,146",4.01,16.80,
778,에스엠벡셀,"1,267",상승15,+1.20%,500,"1,410","111,252",0.38,"15,259",-20.77,1.03,
779,디씨엠,"12,330",하락30,-0.24%,500,"1,406","11,400",2.82,"2,551",11.77,-4.05,
780,에스제이지세종,"5,050",하락20,-0.39%,500,"1,405","27,821",5.96,"17,847",5.02,0.99,
781,제일파마홀딩스,"8,770",하락40,-0.45%,500,"1,401","15,973",9.66,976,-3.54,-4.95,
782,KODEX 삼성그룹밸류,"9,030",하락50,-0.55%,0,"1,400","15,500",0.00,"2,127",N/A,N/A,
783,삼양통상,"46,650",하락650,-1.37%,"5,000","1,400","3,000",3.11,"2,541",21.52,5.10,
784,RISE IT플러스,"16,660",하락255,-1.51%,0,"1,399","8,400",0.01,272,N/A,N/A,
785,신세계푸드,"36,100",하락50,-0.14%,"5,000","1,398","3,872",2.62,493,11.03,3.66,
786,1Q K200액티브,"11,470",하락135,-1.16%,0,"1,394","12,150",0.00,506,N/A,N/A,
787,KODEX 미국S&P500선물(H),"25,345",하락265,-1.03%,0,"1,381","5,450",0.00,321,N/A,N/A,
788,RISE 200위클리커버드콜,"9,690",하락105,-1.07%,0,"1,381","14,250",0.05,"73,620",N/A,N/A,
789,디와이파워,"12,480",하락120,-0.95%,500,"1,378","11,042",7.71,"2,680",5.82,10.90,
790,TIGER 미국채10년선물,"12,055",하락30,-0.25%,0,"1,374","11,400",0.01,"10,453",N/A,N/A,
791,금강공업,"4,685",하락60,-1.26%,"1,000","1,374","29,329",2.20,"5,512",4.99,10.09,
792,아모레G3우(전환),"19,360",상승40,+0.21%,500,"1,373","7,092",2.85,"1,006",6.75,N/A,
793,페이퍼코리아,770,하락6,-0.77%,500,"1,370","177,983",0.04,"6,663",7.33,8.54,
794,유수홀딩스,"5,250",하락30,-0.57%,"2,500","1,367","26,042",18.74,290,12.12,3.04,
795,경인양행,"3,285",상승10,+0.31%,500,"1,367","41,616",2.97,"3,815",182.50,-4.58,
796,삼성 인버스 2X WTI원유 선물 ETN,91,상승2,+2.25%,0,"1,362","1,497,000",0.00,"19,149,985",N/A,N/A,
797,신흥,"14,320",상승30,+0.21%,500,"1,360","9,500",2.09,452,17.34,8.36,
798,샘표,"47,300",하락300,-0.63%,"1,000","1,360","2,876",3.99,468,30.05,3.06,
799,삼부토건,608,하락17,-2.72%,"1,000","1,360","223,612",5.92,"4,878,242",-0.82,-73.88,
800,SOL 24-12 회사채(AA-이상)액티브,"51,970",상승10,+0.02%,0,"1,356","2,610",0.00,40,N/A,N/A,
801,와이투솔루션,"3,705",하락45,-1.20%,"2,500","1,355","36,574",0.73,"611,966",15.37,-0.37,
802,KoAct 배당성장액티브,"10,045",상승25,+0.25%,0,"1,351","13,450",0.00,"1,130",N/A,N/A,
803,한투 인버스 2X 코스닥150선물 ETN,"6,745",상승130,+1.97%,0,"1,349","20,000",0.00,"218,425",N/A,N/A,
804,SOL 미국테크TOP10,"10,565",하락250,-2.31%,0,"1,347","12,750",0.08,"101,065",N/A,N/A,
805,TIGER 글로벌AI액티브,"13,725",하락435,-3.07%,0,"1,346","9,810",0.13,"17,965",N/A,N/A,
806,태경케미컬,"11,580",하락90,-0.77%,500,"1,343","11,600",0.76,"19,415",8.94,11.27,
807,ACE 엔비디아채권혼합블룸버그,"20,335",하락575,-2.75%,0,"1,342","6,600",0.07,"74,533",N/A,N/A,
808,동양철관,915,상승5,+0.55%,500,"1,338","146,279",1.57,"540,294",-5.68,-1.78,
809,CJ우,"58,900",하락900,-1.51%,"5,000","1,331","2,260",9.03,907,4.87,N/A,
810,한투 코스피 양매도 5% OTM ETN,"8,855",상승65,+0.74%,0,"1,328","15,000",0.00,28,N/A,N/A,
811,대한화섬,"99,800",하락200,-0.20%,"5,000","1,325","1,328",0.24,7,57.32,1.46,
812,계룡건설,"14,840",상승70,+0.47%,"5,000","1,325","8,931",7.27,"4,709",2.58,6.11,
813,극동유화,"3,780",하락5,-0.13%,500,"1,318","34,869",0.84,"43,796",8.96,7.41,
814,삼영,"3,875",상승10,+0.26%,500,"1,318","34,000",1.72,"25,044",6.43,31.45,
815,KCTC,"4,385",하락95,-2.12%,500,"1,316","30,000",3.30,"101,210",4.65,10.26,
816,KODEX 바이오,"8,775",보합0,0.00%,0,"1,313","14,960",0.08,"218,843",N/A,N/A,
817,TIGER 차이나CSI300,"8,180",하락10,-0.12%,0,"1,309","16,000",0.64,"7,468",N/A,N/A,
818,덕양산업,"4,015",하락50,-1.23%,500,"1,307","32,565",1.09,"53,880",12.24,13.84,
819,TIGER 코스피,"27,620",하락200,-0.72%,0,"1,298","4,700",0.01,"2,380",N/A,N/A,
820,히어로즈 24-09 회사채(AA-이상)액티브,"51,805",보합0,0.00%,0,"1,290","2,490",0.04,0,N/A,N/A,
821,미래에셋 코스피 양매도 5% OTM ETN,"8,580",보합0,0.00%,0,"1,287","15,000",0.00,0,N/A,N/A,
822,대성홀딩스,"7,990",하락60,-0.75%,"1,000","1,286","16,089",1.61,"1,489",5.58,34.24,
823,샘표식품,"28,100",하락350,-1.23%,500,"1,284","4,568",5.38,"2,521",21.73,4.50,
824,ACE 단기통안채,"102,710",상승15,+0.01%,0,"1,281","1,247",0.01,"1,711",N/A,N/A,
825,동방,"2,665",하락65,-2.38%,"1,000","1,278","47,972",2.60,"178,946",4.95,10.97,
826,금호건설,"3,450",하락60,-1.71%,"5,000","1,275","36,954",2.98,"3,458",-2.91,0.22,
827,태경비케이,"4,610",하락55,-1.18%,500,"1,272","27,583",2.45,"23,372",5.21,12.81,
828,키다리스튜디오,"3,420",하락10,-0.29%,500,"1,268","37,064",0.95,"12,655",-3.77,-14.42,
829,HANARO 200TR,"45,930",하락600,-1.29%,0,"1,263","2,750",0.00,56,N/A,N/A,
830,방림,"2,975",상승90,+3.12%,500,"1,259","42,314",0.02,"19,349",141.67,-2.10,
831,KODEX 미국달러선물인버스2X,"6,235",상승30,+0.48%,0,"1,259","20,190",0.01,"39,253",N/A,N/A,
832,KH 필룩스,"6,630",보합0,0.00%,500,"1,253","18,904",15.77,0,-2.21,-14.33,
833,유화증권,"2,210",상승10,+0.45%,"1,000","1,253","56,702",0.82,776,21.67,1.46,
834,ACE 엔비디아밸류체인액티브,"8,315",하락650,-7.25%,0,"1,251","15,050",0.00,"450,973",N/A,N/A,
835,KODEX 미국나스닥100선물(H),"22,515",하락460,-2.00%,0,"1,250","5,550",1.58,"57,255",N/A,N/A,
836,디와이,"4,725",하락15,-0.32%,500,"1,244","26,320",2.35,"63,500",6.40,5.26,
837,SOL 머니마켓액티브,"50,365",상승10,+0.02%,0,"1,243","2,468",0.00,"95,559",N/A,N/A,
838,신원,"1,210",상승2,+0.17%,500,"1,241","102,586",1.37,"65,201",50.42,2.63,
839,진흥기업,853,하락6,-0.70%,500,"1,241","145,472",0.87,"20,736",7.23,18.40,
840,TIGER 글로벌4차산업혁신기술(합성 H),"16,575",하락275,-1.63%,0,"1,240","7,480",0.18,"3,424",N/A,N/A,
841,이엔플러스,"1,680",하락18,-1.06%,500,"1,224","72,848",3.30,"80,013",14.48,-81.19,
842,우신시스템,"6,670",하락150,-2.20%,500,"1,222","18,314",0.98,"13,920",11.87,7.97,
843,국제약품,"5,740",하락80,-1.37%,"1,000","1,215","21,160",0.57,"76,566",337.65,-10.58,
844,KODEX 글로벌비만치료제TOP2 Plus,"12,640",하락80,-0.63%,0,"1,213","9,600",1.19,"25,185",N/A,N/A,
845,금호에이치티,567,하락4,-0.70%,500,"1,213","213,914",1.09,"22,182",-3.63,-6.45,
846,미래에셋글로벌리츠,"3,055",하락35,-1.13%,"1,000","1,210","39,606",0.87,"9,898",-87.29,-0.82,
847,ACE 11월만기자동연장회사채AA-이상액티브,"10,350",상승5,+0.05%,0,"1,204","11,630",0.00,"1,222",N/A,N/A,
848,SOL 25-09 회사채(AA-이상)액티브,"52,840",상승25,+0.05%,0,"1,202","2,274",0.00,1,N/A,N/A,
849,한국무브넥스,"3,930",상승45,+1.16%,"1,000","1,197","30,450",2.43,"16,312",2.69,15.26,
850,동남합성,"34,100",상승550,+1.64%,500,"1,194","3,500",0.02,"2,394",15.90,11.69,
851,KODEX 배당가치,"14,365",하락20,-0.14%,0,"1,192","8,300",0.00,"3,073",N/A,N/A,
852,메리츠 3X 레버리지 국채30년 ETN,"59,450",하락900,-1.49%,0,"1,189","2,000",0.00,"2,208",N/A,N/A,
853,CJ씨푸드,"3,305",하락85,-2.51%,500,"1,188","35,931",2.87,"106,945",17.04,N/A,
854,조선선재,"94,400",보합0,0.00%,500,"1,187","1,258",0.23,134,9.83,9.22,
855,성창기업지주,"1,693",하락8,-0.47%,500,"1,181","69,752",1.89,"4,236",-6.85,-4.10,
856,대창,"1,294",하락7,-0.54%,500,"1,179","91,140",1.74,"81,409",-19.61,-8.32,
857,동성제약,"4,490",하락60,-1.32%,"1,000","1,172","26,101",2.24,"14,853",-35.92,-5.02,
858,TIGER 배당프리미엄액티브,"10,810",하락95,-0.87%,0,"1,171","10,830",0.00,"1,080",N/A,N/A,
859,ACE 2월만기자동연장회사채AA-이상액티브,"10,265",보합0,0.00%,0,"1,170","11,400",0.00,1,N/A,N/A,
860,세아특수강,"13,630",하락50,-0.37%,"5,000","1,168","8,570",0.29,165,118.52,-0.82,
861,모나리자,"3,180",하락110,-3.34%,500,"1,163","36,571",0.57,"227,202",24.27,11.51,
862,청호ICT,"2,490",보합0,0.00%,500,"1,161","46,635",0.62,0,28.30,-3.48,
863,덕성,"7,370",상승300,+4.24%,500,"1,156","15,680",2.22,"1,140,805",22.96,6.66,
864,ACE 미국달러SOFR금리(합성),"10,820",하락5,-0.05%,0,"1,156","10,680",0.01,"3,516",N/A,N/A,
865,KODEX K-메타버스액티브,"6,705",하락60,-0.89%,0,"1,153","17,200",0.18,"12,198",N/A,N/A,
866,신한글로벌액티브리츠,"2,650",하락100,-3.64%,"1,000","1,152","43,478",0.98,"180,131",-4.10,-18.65,
867,RISE 단기종합채권(AA-이상)액티브,"109,555",상승30,+0.03%,0,"1,151","1,051",0.00,"16,443",N/A,N/A,
868,태양금속,"3,130",하락60,-1.88%,500,"1,149","36,700",2.34,"117,236",46.03,0.06,
869,대영포장,"1,056",하락7,-0.66%,500,"1,145","108,395",1.64,"33,147",15.76,4.64,
870,KTcs,"2,680",하락45,-1.65%,500,"1,144","42,685",6.55,"47,624",33.09,7.83,
871,이지스레지던스리츠,"4,030",보합0,0.00%,"1,000","1,143","28,359",1.36,486,6.78,3.13,
872,TIGER 일본엔선물,"8,790",하락5,-0.06%,0,"1,143","13,000",0.02,"16,933",N/A,N/A,
873,한국화장품,"7,110",하락130,-1.80%,500,"1,142","16,068",1.07,"21,007",33.86,14.57,
874,TIGER 미국투자등급회사채액티브(H),"50,750",하락80,-0.16%,0,"1,142","2,250",0.05,"1,542",N/A,N/A,
875,ACE 25-06 회사채(AA-이상)액티브,"10,620",상승10,+0.09%,0,"1,131","10,650",0.00,111,N/A,N/A,
876,광전자,"1,950",하락25,-1.27%,500,"1,130","57,944",18.32,"17,233",21.67,-0.42,
877,수산중공업,"1,808",하락27,-1.47%,500,"1,128","62,399",1.22,"60,400",10.51,10.75,
878,SOL 국고채3년,"105,445",상승80,+0.08%,0,"1,127","1,069",0.00,10,N/A,N/A,
879,TIGER 미국나스닥100TR채권혼합Fn,"12,185",하락50,-0.41%,0,"1,127","9,250",0.01,"4,827",N/A,N/A,
880,KODEX AI전력핵심설비,"8,395",하락205,-2.38%,0,"1,125","13,400",0.13,"175,299",N/A,N/A,
881,삼성공조,"13,800",하락700,-4.83%,500,"1,121","8,126",2.37,"218,950",9.68,5.25,
882,KoAct 바이오헬스케어액티브,"14,090",상승50,+0.36%,0,"1,120","7,950",0.26,"276,684",N/A,N/A,
883,인천도시가스,"25,600",상승50,+0.20%,"5,000","1,120","4,375",1.88,805,5.68,8.48,
884,1Q 25-08 회사채(A+이상)액티브,"105,725",상승25,+0.02%,0,"1,120","1,059",0.00,17,N/A,N/A,
885,경동도시가스,"18,980",보합0,0.00%,"2,500","1,119","5,895",6.38,893,3.69,7.51,
886,한신기계,"3,440",하락45,-1.29%,500,"1,116","32,446",5.33,"31,060",-149.57,-2.15,
887,NI스틸,"3,900",하락5,-0.13%,500,"1,115","28,600",0.00,"10,968",2.91,23.77,
888,KOSEF 단기자금,"103,855",상승10,+0.01%,0,"1,113","1,072",0.02,"1,400",N/A,N/A,
889,HK 종합채권(AA-이상)액티브,"106,725",보합0,0.00%,0,"1,112","1,042",0.00,0,N/A,N/A,
890,히어로즈 CD금리액티브(합성),"104,585",상승35,+0.03%,0,"1,111","1,062",0.00,13,N/A,N/A,
891,BNK 24-11 회사채(AA-이상)액티브,"51,975",상승15,+0.03%,0,"1,109","2,134",0.00,1,N/A,N/A,
892,KIB플러그에너지,468,하락3,-0.64%,500,"1,109","236,982",2.45,"965,294",23.40,N/A,
893,유니퀘스트,"5,040",하락60,-1.18%,500,"1,098","21,794",55.72,"17,619",7.04,6.91,
894,HANARO 머니마켓액티브,"50,245",상승5,+0.01%,0,"1,098","2,186",0.00,1,N/A,N/A,
895,사조씨푸드,"6,360",보합0,0.00%,"1,000","1,095","17,219",5.20,"24,030",-16.02,N/A,
896,동인기연,"17,850",하락110,-0.61%,100,"1,094","6,128",0.97,"2,732",4.51,22.27,
897,동부건설,"4,740",상승30,+0.64%,"5,000","1,088","22,946",1.05,"5,459",-1.65,-0.76,
898,PLUS KOFR금리,"105,215",상승10,+0.01%,0,"1,086","1,032",0.00,53,N/A,N/A,
899,WOORI 25-09 회사채(AA-이상)액티브,"53,210",상승35,+0.07%,0,"1,083","2,036",0.00,102,N/A,N/A,
900,한컴라이프케어,"3,900",하락45,-1.14%,200,"1,079","27,674",0.63,"141,189",16.81,0.65,
901,ACE 미국WideMoat동일가중,"25,330",하락245,-0.96%,0,"1,079","4,260",0.01,"3,315",N/A,N/A,
902,동일고무벨트,"7,760",하락70,-0.89%,500,"1,079","13,900",2.17,"17,157",9.79,4.42,
903,SG글로벌,"2,390",상승5,+0.21%,500,"1,075","44,964",2.01,"172,553",4.58,15.39,
904,조흥,"178,200",하락100,-0.06%,"5,000","1,069",600,0.00,19,8.90,0.23,
905,휴비스,"3,090",하락20,-0.64%,"5,000","1,066","34,500",1.42,"8,023",-1.02,-33.09,
906,한솔홀딩스,"2,525",상승5,+0.20%,"1,000","1,061","42,009",6.70,833,7.21,1.31,
907,크라운제과,"8,460",하락20,-0.24%,200,"1,060","12,524",2.76,"6,195",4.81,11.81,
908,HS애드,"6,370",하락10,-0.16%,"1,000","1,055","16,567",33.28,"1,486",6.47,9.09,
909,RISE 메타버스,"5,785",하락85,-1.45%,0,"1,055","18,240",0.08,"4,412",N/A,N/A,
910,두올,"3,290",하락15,-0.45%,"2,500","1,055","32,067",1.52,"4,046",5.13,10.42,
911,TIGER 여행레저,"3,035",하락15,-0.49%,0,"1,046","34,470",0.02,"7,954",N/A,N/A,
912,히어로즈 단기채권ESG액티브,"108,400",보합0,0.00%,0,"1,041",960,0.00,0,N/A,N/A,
913,신일전자,"1,461",하락13,-0.88%,500,"1,038","71,048",1.51,"111,524",66.41,1.29,
914,신한 KOFR금리 ETN,"103,115",보합0,0.00%,0,"1,031","1,000",0.00,0,N/A,N/A,
915,신한 미국달러 SOFR금리 플러스 ETN,"10,300",보합0,0.00%,0,"1,030","10,000",0.00,0,N/A,N/A,
916,한진중공업홀딩스,"3,480",상승15,+0.43%,"5,000","1,028","29,530",1.36,"2,186",4.22,2.23,
917,TIGER 글로벌메타버스액티브,"9,145",하락215,-2.30%,0,"1,027","11,230",0.46,232,N/A,N/A,
918,휴니드,"7,270",보합0,0.00%,"5,000","1,026","14,116",23.06,"171,989",3.87,11.69,
919,삼원강재,"2,560",상승10,+0.39%,500,"1,024","40,000",0.37,601,5.79,7.02,
920,다이나믹디자인,"5,900",보합0,0.00%,500,"1,021","17,301",0.00,"9,444",-17.00,-53.73,
921,일신석재,"1,311",하락17,-1.28%,500,"1,015","77,457",1.83,"383,062",35.43,2.96,
922,한투 인버스2X 나스닥100 ETN B,"10,145",상승375,+3.84%,0,"1,014","10,000",0.00,"11,155",N/A,N/A,
923,TIGER 미국S&P500동일가중,"9,785",하락105,-1.06%,0,"1,008","10,300",0.03,"53,839",N/A,N/A,
924,RISE 코스피,"27,575",하락175,-0.63%,0,"1,006","3,650",0.00,154,N/A,N/A,
925,동일산업,"41,500",하락350,-0.84%,"5,000","1,006","2,425",2.13,376,93.89,-0.26,
926,아남전자,"1,304",하락6,-0.46%,500,"1,006","77,125",5.88,"54,753",12.19,6.91,
927,미래에셋 인버스 2X 코스닥150 선물 ETN,"6,700",상승120,+1.82%,0,"1,005","15,000",0.00,"483,350",N/A,N/A,
928,ACE 미국30년국채엔화노출액티브(H),"10,250",하락40,-0.39%,0,"1,004","9,800",0.10,"28,994",N/A,N/A,
929,한국수출포장,"2,510",상승10,+0.40%,500,"1,004","40,000",2.88,"11,812",6.14,6.60,
930,인지컨트롤스,"6,340",상승20,+0.32%,500,"1,002","15,809",1.43,"2,625",4.99,6.86,
931,HL D&I,"2,645",하락20,-0.75%,"5,000","1,001","37,859",1.90,"39,609",2.96,6.95,
932,SK이노베이션우,"79,900",상승800,+1.01%,"5,000",997,"1,248",12.19,"1,492",-219.51,N/A,
933,일동홀딩스,"8,630",하락470,-5.16%,"1,000",996,"11,540",0.98,"55,707",-2.37,-234.71,
934,신세계건설,"12,800",하락150,-1.16%,"5,000",993,"7,761",0.98,595,-0.45,N/A,
935,TIGER 미국테크TOP10채권혼합,"11,655",하락130,-1.10%,0,991,"8,500",0.05,"18,856",N/A,N/A,
936,SOL 미국S&P500,"15,460",하락190,-1.21%,0,989,"6,400",0.01,"5,446",N/A,N/A,
937,ACE 미국S&P500채권혼합액티브,"11,645",하락40,-0.34%,0,978,"8,400",0.02,"13,844",N/A,N/A,
938,RISE 글로벌원자력,"15,495",하락305,-1.93%,0,976,"6,300",0.11,"3,483",N/A,N/A,
939,ACE 중국본토CSI300,"22,085",하락90,-0.41%,0,976,"4,420",0.02,57,N/A,N/A,
940,SOL 자동차TOP3플러스,"11,220",하락40,-0.36%,0,971,"8,650",0.00,"22,037",N/A,N/A,
941,TIGER 차이나과창판STAR50(합성),"5,075",하락5,-0.10%,0,969,"19,100",0.00,218,N/A,N/A,
942,한투 나스닥 100 ETN,"19,360",하락270,-1.38%,0,968,"5,000",0.00,51,N/A,N/A,
943,하나 블룸버그 -2X 천연가스 선물 ETN(H),"96,660",보합0,0.00%,0,967,"1,000",0.00,0,N/A,N/A,
944,현대코퍼레이션홀딩스,"10,620",하락70,-0.65%,"5,000",966,"9,101",2.47,880,3.14,11.96,
945,TIGER 미국AI빅테크10,"9,635",하락255,-2.58%,0,964,"10,000",0.00,"676,699",N/A,N/A,
946,신한 레버리지 은 선물 ETN(H),"9,625",하락215,-2.18%,0,962,"10,000",0.00,"6,731",N/A,N/A,
947,KODEX 미국종합채권ESG액티브(H),"103,140",하락80,-0.08%,0,962,933,0.01,129,N/A,N/A,
948,황금에스티,"5,620",보합0,0.00%,500,955,"17,000",2.99,"1,040",5.39,7.00,
949,DRB동일,"4,790",하락60,-1.24%,500,955,"19,930",1.18,"2,390",29.03,4.13,
950,TIGER Fn메타버스,"6,530",하락60,-0.91%,0,953,"14,600",0.20,"11,870",N/A,N/A,
951,KODEX TDF2050액티브,"13,160",하락120,-0.90%,0,948,"7,200",0.00,"11,472",N/A,N/A,
952,TIGER 미국다우존스30,"27,035",하락140,-0.52%,0,946,"3,500",0.02,622,N/A,N/A,
